nama,masuk,keluar,duration,coba
getByGenderPostgresqls,22:52:12,22:52:12,2.344,23
getByGenderPostgresqls,22:52:16,22:52:16,2.32,25
getByGenderPostgresqls,22:52:13,22:52:13,2.114,24
getByGenderPostgresqls,22:52:5,22:52:5,2.59,18
getByGenderPostgresqls,22:52:19,22:52:19,2.272,27
getByGenderPostgresqls,22:52:18,22:52:18,2.279,26
getByGenderPostgresqls,22:52:23,22:52:23,3.03,30
getByIdJsons,22:47:37,22:47:37,17.955,1
getByGenderPostgresqls,22:52:20,22:52:20,2.29,28
getByGenderPostgresqls,22:52:22,22:52:22,2.277,29
getByIdJsons,22:47:38,22:47:39,20.816,2
getByIdJsons,22:47:45,22:47:46,16.263,5
getByIdJsons,22:47:40,22:47:40,17.445,3
getByIdJsons,22:47:43,22:47:43,15.973,4
getByIdJsons,22:47:48,22:47:48,22.418,6
getByIdJsons,22:47:54,22:47:54,18.838,8
getByIdJsons,22:47:57,22:47:57,16.844,9
getByIdJsons,22:47:52,22:47:52,16.360,7
getByIdJsons,22:48:4,22:48:4,15.431,11
getByIdJsons,22:48:9,22:48:9,16.060,12
getByIdJsons,22:48:12,22:48:12,16.680,13
getByIdJsons,22:48:14,22:48:14,17.469,14
getByIdJsons,22:48:17,22:48:17,16.231,15
getByIdJsons,22:48:20,22:48:20,16.751,16
getByIdJsons,22:48:2,22:48:2,18.298,10
getByIdJsons,22:48:30,22:48:30,18.834,17
getByIdJsons,22:48:33,22:48:33,17.764,18
getByIdJsons,22:48:37,22:48:37,16.826,20
getByIdJsons,22:48:35,22:48:35,17.044,19
getByIdJsons,22:48:40,22:48:40,16.180,21
getByIdJsons,22:48:42,22:48:42,16.892,22
getByIdJsons,22:48:58,22:48:58,20.907,25
getByIdJsons,22:48:55,22:48:55,15.787,24
getByIdJsons,22:49:1,22:49:1,16.682,26
getByIdJsons,22:48:45,22:48:45,16.266,23
getByIdJsons,22:49:6,22:49:6,17.843,28
getByIdJsons,22:49:3,22:49:3,17.380,27
getByIdJsons,22:49:11,22:49:11,18.329,30
getByIdJsons,22:49:9,22:49:9,16.259,29
getByIdPostgresqls,22:52:27,22:52:27,2.059,1
getByIdPostgresqls,22:55:23,22:55:23,38.027,2
getByIdPostgresqls,22:55:27,22:55:27,0.506,3
getByIdPostgresqls,22:55:29,22:55:29,0.574,4
getByIdPostgresqls,22:55:37,22:55:37,0.532,6
getByIdPostgresqls,22:55:33,22:55:33,0.509,5
getByIdPostgresqls,22:55:47,22:55:47,0.588,8
getByIdPostgresqls,22:55:43,22:55:43,0.544,7
getByIdPostgresqls,22:56:10,22:56:10,0.743,12
getByIdPostgresqls,22:55:55,22:55:55,0.631,9
getByIdPostgresqls,22:56:17,22:56:17,0.659,13
getByIdPostgresqls,22:56:0,22:56:0,0.669,10
getByIdPostgresqls,22:56:26,22:56:26,0.827,15
getByIdPostgresqls,22:56:21,22:56:21,0.77,14
getByIdPostgresqls,22:56:30,22:56:30,0.489,16
getByIdPostgresqls,22:56:39,22:56:39,0.776,18
getByIdPostgresqls,22:56:6,22:56:6,0.611,11
getByIdPostgresqls,22:56:35,22:56:35,0.537,17
getByIdPostgresqls,22:56:53,22:56:53,0.521,20
getByIdPostgresqls,22:56:57,22:56:57,0.724,21
getByIdPostgresqls,22:57:2,22:57:2,0.603,22
getByIdPostgresqls,22:56:47,22:56:47,0.533,19
getByIdPostgresqls,22:57:11,22:57:11,0.545,24
getByIdPostgresqls,22:57:7,22:57:7,0.67,23
getByIdPostgresqls,22:57:15,22:57:15,0.621,25
getByIdPostgresqls,22:57:30,22:57:30,0.613,28
getByIdPostgresqls,22:57:26,22:57:26,0.703,27
getByIdPostgresqls,22:57:37,22:57:37,1.244,29
getByIdPostgresqls,22:57:42,22:57:42,0.593,30
getByIdPostgresqls,22:57:22,22:57:22,1.276,26
getByNameJsons,22:39:3,22:39:3,0.292,3
getByNameJsons,22:39:5,22:39:5,0.271,4
getByNameJsons,22:39:2,22:39:2,0.326,2
getByNameJsons,22:39:6,22:39:6,0.241,5
getByNameJsons,22:39:1,22:39:1,0.359,1
getByNameJsons,22:39:9,22:39:9,0.381,7
getByNameJsons,22:39:10,22:39:10,0.313,8
getByNameJsons,22:39:13,22:39:13,0.280,10
getByNameJsons,22:39:12,22:39:12,0.404,9
getByNameJsons,22:39:14,22:39:14,0.256,11
getByNameJsons,22:39:16,22:39:16,0.291,12
getByNameJsons,22:39:19,22:39:19,0.248,14
getByNameJsons,22:39:20,22:39:20,0.307,15
getByNameJsons,22:39:22,22:39:22,0.307,16
getByNameJsons,22:39:8,22:39:8,0.432,6
getByNameJsons,22:39:23,22:39:23,0.279,17
getByNameJsons,22:39:17,22:39:17,0.259,13
getByNameJsons,22:39:28,22:39:28,0.271,20
getByNameJsons,22:39:26,22:39:26,0.216,19
getByNameJsons,22:39:31,22:39:31,0.262,22
getByNameJsons,22:39:29,22:39:29,0.234,21
getByNameJsons,22:39:32,22:39:32,0.221,23
getByNameJsons,22:39:34,22:39:34,0.358,24
getByNameJsons,22:39:25,22:39:25,0.237,18
getByNameJsons,22:39:38,22:39:38,0.648,27
getByNameJsons,22:39:37,22:39:37,0.449,26
getByNameJsons,22:39:40,22:39:40,0.254,28
getByNameJsons,22:39:35,22:39:35,0.272,25
getByNameJsons,22:39:42,22:39:42,0.230,30
getByNameJsons,22:39:41,22:39:41,0.274,29
getByNamePostgresqls,22:50:5,22:50:5,4.177,3
getByNamePostgresqls,22:50:6,22:50:6,3.955,4
getByNamePostgresqls,22:50:2,22:50:2,11.145,1
getByNamePostgresqls,22:50:9,22:50:9,3.99,6
getByNamePostgresqls,22:50:7,22:50:7,3.891,5
getByNamePostgresqls,22:50:10,22:50:10,4.384,7
getByNamePostgresqls,22:50:12,22:50:12,4.047,9
getByNamePostgresqls,22:50:3,22:50:3,4.367,2
getByNamePostgresqls,22:50:11,22:50:11,4.492,8
getByNamePostgresqls,22:50:17,22:50:17,4.583,12
getByNamePostgresqls,22:50:14,22:50:14,3.969,10
getByNamePostgresqls,22:50:20,22:50:20,4.412,14
getByNamePostgresqls,22:50:16,22:50:16,4.1,11
getByNamePostgresqls,22:50:19,22:50:19,3.897,13
getByNamePostgresqls,22:50:23,22:50:23,4.172,16
getByNamePostgresqls,22:50:22,22:50:22,4.24,15
getByNamePostgresqls,22:50:24,22:50:24,3.744,17
getByNamePostgresqls,22:50:30,22:50:30,4.882,21
getByNamePostgresqls,22:50:26,22:50:26,4.225,18
getByNamePostgresqls,22:50:32,22:50:32,3.837,22
getByNamePostgresqls,22:50:27,22:50:27,4.021,19
getByNamePostgresqls,22:50:47,22:50:47,4.061,23
getByNamePostgresqls,22:50:28,22:50:28,3.941,20
getByNamePostgresqls,22:50:49,22:50:49,4.262,24
getByNamePostgresqls,22:50:50,22:50:50,5.27,25
getByNamePostgresqls,22:50:54,22:50:54,4.198,28
getByNamePostgresqls,22:50:53,22:50:53,4.204,27
getByNamePostgresqls,22:50:52,22:50:52,3.874,26
getByNamePostgresqls,22:50:57,22:50:57,3.902,30
InsertJson,22:60:23,22:60:23,4.474,1
getByNamePostgresqls,22:50:56,22:50:56,3.861,29
InsertJson,23:2:35,23:2:35,4.152,4
InsertJson,23:2:24,23:2:24,3.572,3
InsertJson,23:2:59,23:2:59,3.665,6
InsertJson,23:2:17,23:2:17,4.242,2
InsertJson,23:3:7,23:3:7,3.613,7
InsertJson,23:3:14,23:3:14,3.732,8
InsertJson,23:3:30,23:3:30,3.295,10
InsertJson,23:2:52,23:2:52,4.722,5
InsertJson,23:3:22,23:3:22,4.365,9
InsertJson,23:3:37,23:3:37,3.509,11
InsertJson,23:5:13,23:5:13,3.417,14
InsertJson,23:5:21,23:5:21,4.360,15
InsertJson,23:4:54,23:4:54,4.298,12
InsertJson,23:5:40,23:5:40,4.087,16
InsertJson,23:5:47,23:5:47,4.097,17
InsertJson,23:5:2,23:5:2,4.045,13
InsertJson,23:6:6,23:6:6,4.042,18
InsertJson,23:6:15,23:6:15,3.535,19
InsertJson,23:6:51,23:6:51,4.504,23
InsertJson,23:6:22,23:6:22,3.676,20
InsertJson,23:6:28,23:6:28,4.398,21
InsertJson,23:6:35,23:6:35,3.377,22
InsertJson,23:7:7,23:7:7,4.176,25
InsertJson,23:7:25,23:7:25,3.802,26
InsertJson,23:7:39,23:7:39,3.883,28
InsertJson,23:6:59,23:6:59,3.721,24
InsertJson,23:7:32,23:7:32,3.179,27
InsertJson,23:8:23,23:8:23,3.673,30
InsertPostgresql,22:60:23,22:60:23,37.151,1
InsertPostgresql,23:2:24,23:2:24,27.755,3
InsertPostgresql,23:2:17,23:2:17,31.314,2
InsertPostgresql,23:2:52,23:2:52,33.467,5
InsertJson,23:8:4,23:8:4,4.248,29
InsertPostgresql,23:3:7,23:3:7,29.891,7
InsertPostgresql,23:2:35,23:2:35,28.768,4
InsertPostgresql,23:3:14,23:3:14,28.102,8
InsertPostgresql,23:3:22,23:3:22,29.206,9
InsertPostgresql,23:3:37,23:3:37,28.591,11
InsertPostgresql,23:4:55,23:4:55,29.424,12
InsertPostgresql,23:2:59,23:2:59,30.274,6
InsertPostgresql,23:3:30,23:3:30,26.162,10
InsertPostgresql,23:5:40,23:5:40,31.904,16
InsertPostgresql,23:5:2,23:5:2,28.817,13
InsertPostgresql,23:5:13,23:5:13,32.046,14
InsertPostgresql,23:6:6,23:6:6,31.210,18
InsertPostgresql,23:5:21,23:5:21,29.086,15
InsertPostgresql,23:6:22,23:6:22,28.450,20
InsertPostgresql,23:5:47,23:5:47,25.560,17
InsertPostgresql,23:6:15,23:6:15,27.887,19
InsertPostgresql,23:6:28,23:6:28,27.510,21
InsertPostgresql,23:6:35,23:6:35,29.349,22
InsertPostgresql,23:7:7,23:7:7,28.724,25
InsertPostgresql,23:6:51,23:6:51,29.731,23
InsertPostgresql,23:7:25,23:7:25,29.660,26
InsertPostgresql,23:7:32,23:7:32,26.127,27
InsertPostgresql,23:6:59,23:6:59,25.581,24
InsertPostgresql,23:8:4,23:8:4,31.120,29
InsertPostgresql,23:7:39,23:7:39,27.870,28
updateByIdJsons,22:43:51,22:43:51,22.981,2
InsertPostgresql,23:8:23,23:8:23,58.734,30
updateByIdJsons,22:43:44,22:43:44,24.034,1
updateByIdJsons,22:43:57,22:43:57,21.918,3
updateByIdJsons,22:44:10,22:44:10,22.860,4
updateByIdJsons,22:44:21,22:44:21,25.471,6
updateByIdJsons,22:44:28,22:44:28,22.116,7
updateByIdJsons,22:44:35,22:44:35,21.518,8
updateByIdJsons,22:44:40,22:44:40,21.828,9
updateByIdJsons,22:44:46,22:44:46,21.427,10
updateByIdJsons,22:45:16,22:45:16,21.121,12
updateByIdJsons,22:45:20,22:45:20,22.036,13
updateByIdJsons,22:44:17,22:44:17,22.193,5
updateByIdJsons,22:45:10,22:45:11,25.573,11
updateByIdJsons,22:45:36,22:45:36,22.403,16
updateByIdJsons,22:45:26,22:45:26,21.470,14
updateByIdJsons,22:45:31,22:45:31,20.418,15
updateByIdJsons,22:45:40,22:45:40,19.986,17
updateByIdJsons,22:45:49,22:45:49,20.641,18
updateByIdJsons,22:46:15,22:46:15,23.132,21
updateByIdJsons,22:46:8,22:46:8,24.636,20
updateByIdJsons,22:46:3,22:46:3,21.384,19
updateByIdJsons,22:46:21,22:46:21,22.626,22
updateByIdJsons,22:46:26,22:46:26,23.454,23
